"id"	"data$Uniprot"	"data$Symbol"	"iBAQ.CA_1"	"iBAQ.CA_2"	"iBAQ.CA_3"	"iBAQ.FA_1"	"iBAQ.FA_2"	"iBAQ.FA_3"	"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"categ_Ord"	"categ_Mod"	"NegLogPvalMod"	"NegLogPvalOrd"
62	"Q0BB90"	"ttcA"	21.1044400696764	21.586049938382	20.2399294445228	19.1953962393028	20.1118437589361	18.8964624941674	1.57557232005833	2.93201808917743	1.64827543676666	0.042727710441627	0.118480905886309	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.433146344133266	1.3705925619759	"Not Significant"	"Not Significant"	0.926351633927082	1.36929037816824
63	"Q0BBD4"	"bioB"	24.0907133312646	24.7174852408575	24.3438081355876	23.7478610689074	23.9082987900013	23.4328803185678	0.687655510077708	2.99719622523643	0.743404353865957	0.0400525791829415	0.467843425804953	0.15826794001991	0.19885629291223	4	12.260008396405	1.6764475622441	0.0789592036706219	1.283461699106	"Not Significant"	"Not Significant"	0.329899468905338	1.39736951231749
64	"Q0BBD5"	"bioD"	20.4864029652184	20.5056216233659	21.3639935461289	19.6075651082885	21.4041083288607	18.9887900717248	0.785184875279776	1.00663122166757	0.788199872992871	0.371063447688003	0.441920059935292	0.15826794001991	0.195890764865824	4	12.260008396405	1.6764475622441	0.912629109568684	1.48854644090291	"Not Significant"	"Not Significant"	0.354656284200383	0.430551824549755
65	"Q0BBD6"	"bioF"	16.6575975818335	16.804736051614	18.285004787186	17.9476940054561	18.6957108675353	12.1903185479418	0.971204999900104	0.45814634613451	0.695819846710425	0.67063205714219	0.49636760884691	0.180320003609006	0.200168451610952	4	12.260008396405	1.6764475622441	6.74069417395016	2.92226404357525	"Not Significant"	"Not Significant"	0.304196566734206	0.173515690532606
66	"Q0BBE2"	"aceK"	20.6262259348713	20.5352601864397	19.4120198335685	20.7699153058454	21.2826314682646	16.3743263269589	0.715544284603549	0.445575426707659	0.588750604472096	0.678956846134058	0.564118718282914	0.181106706071789	0.209217140314047	4	12.260008396405	1.6764475622441	3.86831498406897	2.21565206162418	"Not Significant"	"Not Significant"	0.248629489510365	0.168157828195838
67	"Q0BBE9"	"argS"	25.395648661403	25.7523602278305	23.6921088963124	22.6801586086352	26.0443312453005	21.9488491369949	1.38892626487177	0.983494696483541	1.20285095055642	0.381045712475503	0.246257020146945	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.99161426616171	1.99998163968243	"Not Significant"	"Not Significant"	0.608611380048125	0.419022920689221
68	"Q0BBK5"	"gpmA"	26.8367750381199	27.2081582850494	25.5980979472482	25.4494426363682	27.5912791044787	25.3527245299864	0.416528333194757	0.474464437473721	0.409963246116321	0.659910583464071	0.687183548782854	0.178789967896619	0.228721644815046	4	12.260008396405	1.6764475622441	1.15604043117674	1.54842619389538	"Not Significant"	"Not Significant"	0.162927246089428	0.180514906486812
69	"Q0BBK8"	"secB"	27.0776535079404	26.9976577597819	26.3905902731865	24.5396681153186	27.8965447184643	24.796844063663	1.07761488115434	0.979427538398622	1.0090621077793	0.382824333989471	0.327725964209449	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.81582419067377	1.71073453800248	"Not Significant"	"Not Significant"	0.48448915011533	0.417000464360541
70	"Q0BBK9"	"gpsA"	20.4977505030223	21.2530349279167	19.2280670910827	18.6534748944368	21.7735014451506	17.0005282339868	1.18378264948254	0.779330041249501	0.996822675972211	0.479319251261547	0.333454679214769	0.159463366145984	0.195102057241355	4	12.260008396405	1.6764475622441	3.46092640693278	2.11543352121401	"Not Significant"	"Not Significant"	0.476963183949645	0.319375127760229
71	"Q0BBL1"	"trmL"	20.304520667236	20.4774381203164	20.9756828661456	20.2195136079687	20.591767031162	17.7133730889603	1.07766264186899	1.16383897097871	1.04988662367094	0.309177714656286	0.309125027255773	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.28608929734746	1.58041851837646	"Not Significant"	"Not Significant"	0.509865832338592	0.509791817310636
72	"Q0BBQ0"	"coaD"	26.1733515624699	26.0907335188408	25.5698741461313	24.6302871247886	26.653351337784	23.6035412300742	0.982259844931714	1.07277531685855	0.959075134609212	0.343781769465719	0.351565940612925	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.25755357121725	1.57339866317478	"Not Significant"	"Not Significant"	0.45399320561291	0.463717157405699
73	"Q0BBQ3"	"pth"	20.2730989563215	21.0668407488004	16.5950625749789	15.9958113071267	21.18531585383	16.4342209788688	1.43988471342512	0.667129680839934	1.02104999785199	0.541202938920114	0.322183076384049	0.163038596795975	0.195102057241355	4	12.260008396405	1.6764475622441	6.98757005690738	2.98299608674241	"Not Significant"	"Not Significant"	0.491897275915727	0.266639853697987
74	"Q0BBQ4"	"rplY"	30.0175720656113	30.4767261210536	28.6286403829969	28.4093268357681	30.8452807852244	27.7092512863977	0.719693220757209	0.653755990612779	0.673812271555041	0.548946438966633	0.509896597160115	0.163243210279054	0.201619573164364	4	12.260008396405	1.6764475622441	1.81783608308474	1.71122946822931	"Not Significant"	"Not Significant"	0.29251788632536	0.260470027855932
75	"Q0BBQ6"	"ispE"	23.4606398691533	23.840093293481	22.577592942375	21.8139377251553	23.5030026852007	21.5481615203028	1.00440805811683	1.40016405246664	1.02019931519106	0.23405522934806	0.322574191050948	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.771887110247314	1.45392358071976	"Not Significant"	"Not Significant"	0.491370383173173	0.630681651261018
76	"Q0BBR2"	"Bamb_2855"	22.1053676113307	22.4078724814775	21.642270326364	18.3966131424744	22.2998061101132	18.512524437363	2.31552224307386	1.77930115174003	2.06339631819476	0.149806242700924	0.0554177273692282	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.54033068261475	1.88896482528848	"Not Significant"	"Not Significant"	1.25635128821169	0.824470088411765
77	"Q0BBR3"	"hprK"	21.3144571197712	21.9032316723329	21.3630845597306	19.2039501474172	22.3899768231511	18.777158978172	1.40322913436479	1.21457060866777	1.29670286446338	0.291325652192659	0.212834093027146	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.00217903887894	1.7565782654255	"Not Significant"	"Not Significant"	0.671958802938982	0.535621272614961
78	"Q0BBS3"	"apt"	24.2583935074264	24.3477327340573	23.2728427530163	21.3080812306127	23.6295647353452	21.2762834638143	1.88834652157595	2.2166543719969	1.86862465010565	0.0909500507096691	0.0797998078625804	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.08857581349437	1.53182974055104	"Not Significant"	"Not Significant"	1.09799815431746	1.04119705445731
79	"Q0BBX9"	"queF"	23.3808658108278	23.4771663355998	22.1619253143803	21.3052446182107	24.4639478736815	20.5000871671167	0.916892600599658	0.715454061039985	0.821171491743121	0.513870185190243	0.423425552297019	0.160002457251749	0.195451983131511	4	12.260008396405	1.6764475622441	2.46356876225599	1.87008121379521	"Not Significant"	"Not Significant"	0.373222937325703	0.289146579401777
80	"Q0BBY4"	"ubiE"	23.5812989795881	23.7401595574641	22.5522488105485	21.4698087272984	23.8326768123387	20.707504057626	1.2879059167792	1.27292160160641	1.23104046029162	0.271997708192572	0.23581796101888	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.53552263497885	1.64177970135999	"Not Significant"	"Not Significant"	0.627423120045321	0.565434755243422
81	"Q0BBZ1"	"aspS"	26.9575939678671	27.1177323426091	25.3950929425954	24.4969829597347	27.5806810091667	24.4137714956201	0.992994596183379	0.842921530914042	0.912546304563281	0.446725968677657	0.37481345937465	0.15872210078235	0.195102057241355	4	12.260008396405	1.6764475622441	2.08166449419521	1.7761318728723	"Not Significant"	"Not Significant"	0.426184822194111	0.349958800772846
82	"Q0BC07"	"rsmA"	23.0450523812889	23.1758772170331	22.7334308075049	20.2751469464711	22.38469101592	18.9152316728482	2.45976359019589	2.4167343274289	2.34792796719365	0.0730205416383329	0.0318415004735626	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.55388965281731	1.64629803059837	"Not Significant"	"Significant"	1.49700647510414	1.13655494994468
83	"Q0BC19"	"ybeY"	23.4168665786863	23.9726362864109	21.4658294252558	21.9646919878114	23.7795654758791	18.7701734831977	1.44696711448827	0.877064058162231	1.17664551008006	0.429970461767226	0.256275854831534	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	4.08268574763125	2.26838776958597	"Not Significant"	"Not Significant"	0.591292309178187	0.36656137868118
84	"Q0BC21"	"miaB"	22.5474321080558	23.177611756044	21.9986909622903	20.25234204627	23.1027113324851	20.1415833070334	1.40903271353384	1.3716954414525	1.34207678633401	0.242065405185408	0.198012045492028	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.58277076841412	1.65340285241463	"Not Significant"	"Not Significant"	0.703308389881898	0.616067273386155
85	"Q0BC36"	"glpK"	21.2762834638143	21.7484549433391	24.2832675616181	23.131272319425	21.9415964355649	22.2893739030236	-0.0180788964140238	-0.0181115037841004	-0.0173338719628298	0.986417300371758	0.986381182188004	0.233618219117382	0.289431275176977	4	12.260008396405	1.6764475622441	1.49460375827977	1.63171356222857	"Not Significant"	"Not Significant"	0.00595522164130527	0.00593931943128151
86	"Q0BC71"	"sucC"	29.7952592829843	29.991588923832	28.7324684692445	28.4490411234252	30.1388269796877	28.1673434884746	0.588035028157762	0.806253522302063	0.595969442743231	0.465299617482657	0.559401205577183	0.159257231652361	0.208796928476888	4	12.260008396405	1.6764475622441	0.797910909541105	1.46032549605938	"Not Significant"	"Not Significant"	0.252276602006405	0.332267304494972
87	"Q0BC82"	"moaC"	23.470851477894	23.9570403839454	22.8332947019743	20.7992278584733	24.0658716647775	20.2218750047491	1.72473734527126	1.39067928782529	1.56081674984927	0.236694341886955	0.137817487801207	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.30718925415964	1.83161148997122	"Not Significant"	"Not Significant"	0.860695670863189	0.625812123636796
88	"Q0BCE0"	"kynA"	18.4287363707705	19.1696216685966	19.8832160400522	19.7457826323463	17.7588998399364	19.9383333512026	0.0128527519779956	0.0158018018503055	0.0128179301908291	0.988149265081488	0.989929009429715	0.233846323428393	0.290024581363624	4	12.260008396405	1.6764475622441	0.992362374999854	1.50816101021612	"Not Significant"	"Not Significant"	0.00439594875436643	0.00517744801874021
89	"Q0BCG4"	"Bamb_2603"	26.4903719095785	26.3943407468573	25.0622523811757	25.516410840449	26.682443008981	24.9805457945502	0.255855131210428	0.375283912986346	0.261535355925378	0.726501324666653	0.79696368324367	0.189841549969647	0.250117675053229	4	12.260008396405	1.6764475622441	0.697203606629831	1.43555126459378	"Not Significant"	"Not Significant"	0.0985614684736864	0.138763589494117
90	"Q0BCG5"	"murB"	21.5162906008322	21.7390471456573	21.3211904447323	18.8161899326972	22.3311225077085	18.9658124620244	1.48780109626387	1.28942112401799	1.37534747391223	0.266759052034554	0.187677565574403	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.99706153195173	1.75531934678229	"Not Significant"	"Not Significant"	0.726587638564333	0.573880834576573
91	"Q0BCG7"	"rpsT"	30.0957212770888	30.3415958482087	28.603711002178	29.1463248042143	30.4650929841809	29.2456306046435	0.0613265781456417	0.0890189604817263	0.0626092554721158	0.933345772667509	0.950840849137769	0.225507315991229	0.28277519909678	4	12.260008396405	1.6764475622441	0.711907696068687	1.43916850490027	"Not Significant"	"Not Significant"	0.021892168788576	0.0299574352008107
92	"Q0BCH1"	"adk"	28.3664052638409	28.5916001274453	27.3261170084913	26.9035718731325	28.6641091306323	26.3164990632823	0.79998077757685	0.992687736138969	0.799001192714654	0.37705179329842	0.435806227904144	0.15826794001991	0.195890764865824	4	12.260008396405	1.6764475622441	0.974148237716928	1.50368028995107	"Not Significant"	"Not Significant"	0.360706567744932	0.423598989320116
93	"Q0BCH2"	"kdsB1"	23.3513770982634	23.3770304365025	20.5587084402897	21.5125823044921	23.5644183994419	20.8530810699803	0.452344733713791	0.36438545102798	0.40923292829589	0.734016151903497	0.687708725543889	0.191176040717703	0.228721644815046	4	12.260008396405	1.6764475622441	2.31157654619346	1.83269077404706	"Not Significant"	"Not Significant"	0.162595465360577	0.134294383400848
94	"Q0BCH3"	"Bamb_2594"	24.4362525151755	24.5981547540933	23.5160500915308	23.74570878663	24.2972611065217	21.9752980215166	0.844063148710451	1.08596614261081	0.847756985222966	0.338560206489698	0.408879501114239	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	0.906167678593461	1.48695691380853	"Not Significant"	"Not Significant"	0.388404661947814	0.470364089102297
95	"Q0BCK5"	"dut"	23.0938430677837	23.861643534181	22.005628660711	19.6690995891302	22.838420692552	20.2624711100255	2.06370795698932	1.85614731281465	1.9271109113044	0.137010310997591	0.0716244785044898	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	1.85422680271869	1.72018167015856	"Not Significant"	"Not Significant"	1.14493852709711	0.863246747873875
96	"Q0BCK8"	"ileS"	25.4016823900899	25.5623234885594	24.0092388435569	22.6189652499897	25.5941728631946	22.2497986294001	1.50343599320727	1.28735276971564	1.38507697712756	0.267410390163103	0.18473903021974	0.15826794001991	0.195102057241355	4	12.260008396405	1.6764475622441	2.04581332153672	1.76731240075778	"Not Significant"	"Not Significant"	0.733441340518945	0.572821722343904
